20260601 075400;30496.5;30503;30494.5;30500.5;428
20260601 075500;30500.5;30504.75;30500;30503.25;324
20260601 075600;30503.75;30514;30503;30507.5;711
20260601 075700;30508.25;30511.5;30504;30506.5;292
20260601 075800;30507.25;30512.25;30507.25;30512.25;233
20260601 075900;30511.25;30511.5;30506.75;30508.5;204
20260601 080000;30508.75;30515;30508.75;30511.75;526
20260601 080100;30510.75;30514;30502.5;30505.5;906
20260601 080200;30506.5;30512.5;30506.25;30511.5;594
20260601 080300;30511;30516.5;30508;30510.75;673
20260601 080400;30511;30511.25;30503.75;30508.75;474
20260601 080500;30509.25;30512.5;30490;30494;947
20260601 080600;30494;30494.25;30479;30481;1761
20260601 080700;30480.5;30496.25;30479.5;30495.75;938
20260601 080800;30495.75;30499.75;30492.25;30492.5;667
20260601 080900;30492.25;30492.5;30477.75;30481;1237
20260601 081000;30481;30483.25;30477;30477.5;549
20260601 081100;30477.5;30486.25;30475.75;30483.75;770
20260601 081200;30484;30484.75;30472;30473.25;834
20260601 081300;30473.75;30480.75;30472.25;30479.25;643
20260601 081400;30479;30482.25;30474;30478;452
20260601 081500;30477.5;30480.75;30475;30475.25;320
20260601 081600;30475.75;30478.25;30466;30473.75;904
20260601 081700;30472.75;30474;30468.25;30468.75;513
20260601 081800;30469;30478;30466.75;30475.5;592
20260601 081900;30474.75;30477.5;30469.75;30477;410
20260601 082000;30477.25;30477.5;30470.25;30472.25;443
20260601 082100;30472.5;30477;30471.5;30475.25;347
20260601 082200;30475;30480.75;30470.25;30475.75;764
20260601 082300;30477.25;30478.5;30473.5;30477.5;321
20260601 082400;30477.5;30480.25;30475.5;30476.5;396
20260601 082500;30475.75;30476.25;30467.25;30468.25;560
20260601 082600;30469;30469.75;30459.75;30460.25;1334
20260601 082700;30460.5;30467;30457.5;30458.5;722
20260601 082800;30458.5;30467;30456.5;30462.5;540
20260601 082900;30461.75;30466;30459.25;30463.75;288
20260601 083000;30463;30464.5;30454.25;30454.25;595
20260601 083100;30455.25;30464;30452.75;30454.75;748
20260601 083200;30454;30455.5;30444;30449.5;1555
20260601 083300;30450;30463.75;30446.25;30458.25;951
20260601 083400;30457.5;30464.75;30455.75;30460.75;502
20260601 083500;30461.75;30468.25;30456.5;30468.25;561
20260601 083600;30468.25;30470.75;30465;30465;645
20260601 083700;30465.5;30471.25;30461.5;30461.5;584
20260601 083800;30462;30462.75;30455.5;30461.75;581
20260601 083900;30461.75;30468;30460.5;30461.5;528
20260601 084000;30461.75;30470.75;30461.75;30469.75;403
20260601 084100;30469.25;30471.25;30465.75;30469.5;385
20260601 084200;30469.25;30472;30461.25;30464.5;757
20260601 084300;30464.5;30470.25;30462.75;30464.75;289
20260601 084400;30464.5;30476;30463;30475.75;657
20260601 084500;30474.75;30479.75;30471;30478.75;584
20260601 084600;30478.5;30481.75;30472.75;30474;751
20260601 084700;30473.5;30478;30458.25;30477;2274
20260601 084800;30477.5;30482.5;30474.5;30480.75;712
20260601 084900;30480.5;30483.25;30479;30483;408
20260601 085000;30483;30483;30477;30481.5;387
20260601 085100;30481;30483.25;30473.5;30481.5;685
20260601 085200;30481.75;30486.75;30481.5;30485.5;745
20260601 085300;30486;30493;30483.75;30492.5;735
20260601 085400;30492.75;30494;30488.75;30489.25;520
20260601 085500;30489.75;30493;30487.25;30492;426
20260601 085600;30492.75;30496.25;30491.25;30493;489
